3.043931126594543457e-01 6.533365845680236816e-01
2.046269923448562622e-01 1.006898522377014160e+00
9.826787710189819336e-01 -2.064612656831741333e-01
5.828498601913452148e-01 8.535648584365844727e-01
7.604074478149414062e-02 1.498519420623779297e+00
-4.802135527133941650e-01 8.937084078788757324e-01
-1.555218845605850220e-01 9.866731166839599609e-01
-7.272012829780578613e-01 -3.618891835212707520e-01
-2.366757541894912720e-01 -4.737274646759033203e-01
-1.847594976425170898e-01 3.147040903568267822e-01
-9.735376238822937012e-01 3.372855782508850098e-01
1.509200572967529297e+00 -3.812144324183464050e-02
3.312701880931854248e-01 -1.554527729749679565e-01
-7.828872203826904297e-01 6.701346635818481445e-01
-8.652085810899734497e-02 5.219460129737854004e-01
-1.473340034484863281e+00 6.555064767599105835e-02
-9.924014806747436523e-01 1.116824746131896973e+00
-5.390052199363708496e-01 2.291086167097091675e-01
-1.356643199920654297e+00 6.555933952331542969e-01
2.755849957466125488e-01 1.703907102346420288e-01
5.303182005882263184e-01 -3.667193055152893066e-01
1.123345829546451569e-02 1.006902232766151428e-01
-5.123289227485656738e-01 -8.568224906921386719e-01
8.772201091051101685e-02 -9.637118577957153320e-01
5.115455985069274902e-01 6.271689385175704956e-02
6.142929196357727051e-01 4.961676895618438721e-01
-1.423539817333221436e-01 -1.435852348804473877e-01
1.419817686080932617e+00 5.115711688995361328e-01
-3.058206290006637573e-02 -5.451809167861938477e-01
-5.570560097694396973e-01 -1.381449222564697266e+00
6.309858560562133789e-01 1.366540908813476562e+00
-4.145480394363403320e-01 2.972957305610179901e-02
-1.060699582099914551e+00 -1.074501156806945801e+00
-2.018182575702667236e-01 1.387050598859786987e-01
6.442589759826660156e-01 -7.581602334976196289e-01
1.255089938640594482e-01 -5.605321526527404785e-01
-1.040805816650390625e+00 -1.780612170696258545e-01
1.364742755889892578e+00 -6.008413434028625488e-01
-8.663881421089172363e-01 9.266453236341476440e-02
4.517050832509994507e-02 6.941180229187011719e-01
-1.375609159469604492e+00 -5.691027641296386719e-01
-8.323264122009277344e-01 -6.233717799186706543e-01
6.659739613533020020e-01 -1.487290710210800171e-01
-3.788485825061798096e-01 -2.149540185928344727e-01
3.524124026298522949e-01 3.405463099479675293e-01
1.097537353634834290e-01 -1.033582761883735657e-01
8.581127524375915527e-01 -5.252237915992736816e-01
-3.280800879001617432e-01 6.055379509925842285e-01
1.569492369890213013e-01 3.375061452388763428e-01
5.768584012985229492e-01 -1.381187677383422852e+00
1.040059089660644531e+00 -1.071454048156738281e+00
-5.237562656402587891e-01 4.358731210231781006e-01
1.026224732398986816e+00 1.534478664398193359e-01
-3.902318179607391357e-01 -5.420366525650024414e-01
-5.764582157135009766e-01 -1.294374167919158936e-01
7.041066288948059082e-01 1.816603392362594604e-01
3.596527874469757080e-01 -5.132700204849243164e-01
-2.290581017732620239e-01 -9.512724876403808594e-01
1.114119052886962891e+00 1.014527082443237305e+00
3.776036798954010010e-01 -9.174383282661437988e-01
-4.864323735237121582e-01 1.422254443168640137e+00
8.709239959716796875e-01 5.445700883865356445e-01
6.994992494583129883e-02 -2.199672162532806396e-01
8.426955901086330414e-04 -1.466917991638183594e+00
