-6.651991009712219238e-01 2.786190249025821686e-03
9.286398887634277344e-01 1.661387085914611816e-01
-1.123552322387695312e+00 3.013955652713775635e-01
6.327180266380310059e-01 5.747101306915283203e-01
1.417585968971252441e+00 -5.568079352378845215e-01
1.030051231384277344e+00 -1.146262645721435547e+00
1.311318725347518921e-01 7.063525915145874023e-01
1.195968270301818848e+00 7.401001453399658203e-01
-4.542416706681251526e-02 -1.049524471163749695e-01
1.484790802001953125e+00 8.222957700490951538e-02
7.359399199485778809e-01 -6.985174417495727539e-01
2.655969262123107910e-01 2.964676916599273682e-01
8.952347040176391602e-01 -2.963754832744598389e-01
1.230199560523033142e-01 -9.599278569221496582e-01
4.435069262981414795e-01 -1.440811514854431152e+00
-1.196928381919860840e+00 -4.074049293994903564e-01
5.579898953437805176e-01 1.160108804702758789e+00
-1.785246133804321289e-01 1.198261141777038574e+00
2.785342633724212646e-01 -1.448525935411453247e-01
3.844678401947021484e-01 -7.350140810012817383e-01
4.748989939689636230e-01 -3.158305883407592773e-01
-8.665503859519958496e-01 -1.049976110458374023e+00
3.431499004364013672e-02 -5.071382522583007812e-01
-2.970769070088863373e-02 2.914216816425323486e-01
-3.667916357517242432e-01 1.106006503105163574e-01
-3.734743595123291016e-01 5.461057424545288086e-01
5.772046446800231934e-01 1.011873707175254822e-01
-3.051451444625854492e-01 -8.368030786514282227e-01
-7.879332304000854492e-01 8.712734580039978027e-01
-6.234664320945739746e-01 -4.651149511337280273e-01
-2.678679227828979492e-01 -1.448844790458679199e+00
-2.426593452692031860e-01 -3.774220347404479980e-01
