6.672305464744567871e-01 -3.583224713802337646e-01
-6.540203094482421875e-01 -1.113604903221130371e+00
-7.050479054450988770e-01 -2.422926574945449829e-01
-5.617581605911254883e-01 1.241598248481750488e+00
6.505814194679260254e-02 1.307016611099243164e+00
-8.317037820816040039e-01 1.715666800737380981e-01
-1.305075287818908691e+00 -1.620627194643020630e-01
1.181818842887878418e+00 -3.209510147571563721e-01
3.991270959377288818e-01 -4.349256679415702820e-02
-1.311181306838989258e+00 4.643593430519104004e-01
3.863748908042907715e-01 -6.901384592056274414e-01
-4.193980246782302856e-02 -7.315783500671386719e-01
-2.440205514430999756e-01 8.373853564262390137e-01
1.481946557760238647e-01 -3.148712813854217529e-01
2.130583375692367554e-01 7.587143182754516602e-01
-4.824068248271942139e-01 4.972792267799377441e-01
4.584977328777313232e-01 -1.203404903411865234e+00
2.530577182769775391e-01 3.207433223724365234e-01
1.296831965446472168e+00 2.341160625219345093e-01
6.039299964904785156e-01 5.612355470657348633e-01
-4.997401535511016846e-01 -6.808922886848449707e-01
-8.507187962532043457e-01 7.794750332832336426e-01
1.034439086914062500e+00 7.459406852722167969e-01
9.583653807640075684e-01 -8.627662658691406250e-01
-1.061406850814819336e+00 -6.715120673179626465e-01
-2.396372258663177490e-01 -2.753075659275054932e-01
-1.257722675800323486e-01 -1.216839551925659180e+00
6.204999685287475586e-01 1.149384737014770508e+00
-3.723247051239013672e-01 2.909504435956478119e-02
-8.804051578044891357e-02 4.380064308643341064e-01
-1.668432354927062988e-02 4.401891678571701050e-02
7.863014340400695801e-01 1.306197196245193481e-01
